Label,Message,Cleaned_Message
0,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",storm msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnte telphone moralone get name person
0,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",enufcredeit tocallshall ileave uni get bus yor house
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lay rock rock envelope envelope paper paper word
0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,work eye philosophy text u later bit free chat
0,Its ok..come to my home it vl nice to meet and v can chat..,okcome home vl nice meet v chat
0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,board work fine issue overheat also reslove still software inst pende come around clock
0,LOL what happens in Vegas stays in vegas,lol happen vegas stay vegas
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double min double txt good orange tariff get late camera phone free call mobileupd free stoptxt tcs
0,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,let pool money together buy bunch lotto ticket win get ltgt u get ltgt deal
0,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase state watch many movie want
0,"Hey babe, my friend had to cancel, still up for a visit ?",hey babe friend cancel still visit
0,Sorry * was at the grocers.,sorry grocer
0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",frndship like needle clock though v r clock v r not able meet evn v meetitz second bt v alwys stay conected gud
0,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,hungry buy food good lei mum n yun dun wan juz buy little bit
0,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,meet depend wan lor
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,try contact reply offer video handset anytime network min unlimited text camcorder reply call
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
0,Ya very nice. . .be ready on thursday,ya nice ready thursday
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgentlyit vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthat prob
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur award complimentary trip eurodisinc trav acoentry claim txt dis morefrmmob shracomorsglsuplt ls aj
0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,maybe wake fuck would not problem
0,Ok lor...,ok lor
0,Haha i think i did too,haha think
0,As in different styles?,different style
0,Dear :-/ why you mood off. I cant drive so i brother to drive,dear mood can not drive brother drive
0,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,good afternoon starshine boytoy crave yet ache fuck sip cappuccino miss babe teasing kiss
1,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,reply name address receive post week completely free accommodation various global location urlplaceholder php
0,Ok. Very good. Its all about making that money.,ok good make money
0,No. Yes please. Been swimming?,yes please swim
0,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),v nice sheffield tom air opinion category b use measure ethnicity next census busy transcribe
0,"It,,s a taxt massage....tie-pos argh ok! Lool!",taxt massagetiepos argh ok lool
0,ÌÏ ready then call me...,ready call
0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya u pay money account thank get pleasant surprise check balance u c not get statement acc
0,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,suppose meet discuss abt trip think xuhui tell afternoon think go lesson
1,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,weekly coolmob tone ready download week new tone include crazy frogaxel f akonlonely black eyeddont p info n
0,Ha ha - had popped down to the loo when you hello-ed me. Hello!,ha ha pop loo helloe hello
0,And is there a way you can send shade's stuff to her. And she has been wonderful too.,way send shade stuff wonderful
0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",always put business put picture ass facebook one open people ever meet would think picture room would hurt make feel violate
0,I'm already back home so no probably not,already back home probably
0,Holy living christ what is taking you so long,holy living christ take long
0,Where do you need to go to get it?,need go get
0,No did you check? I got his detailed message now,check get detailed message
0,"Yeah, where's your class at?",yeah class
0,But really quite funny lor wat... Then u shd haf run shorter distance wat...,really quite funny lor wat u shd haf run short distance wat
0,Another month. I need chocolate weed and alcohol.,another month need chocolate weed alcohol
0,At home by the way,home way
0,Your daily text from me ÛÒ a favour this time,daily text favour time
1,FreeMsg>FAV XMAS TONES!Reply REAL,freemsgfav xmas tonesreply real
0,Ok i am on the way to home hi hi,ok way home hi hi
0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",k yan jiu liao sit go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
0,Not to worry. I'm sure you'll get it.,worry sure get
0,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",night sweet sleep well see exorcism emily rise may never sleep hug snog
1,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,recpt order ringtone order process
0,Goin to workout lor... Muz lose e fats... ,goin workout lor muz lose e fat
1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent mobile number award prize guarantee call land line claim valid hrs
0,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
0,Wah... Okie okie... Muz make use of e unlimited... Haha... ,wah okie okie muz make use e unlimited haha
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phone half price line rental mth cross ntwk min txts call mobileupd calloptout
0,I think chennai well settled?,think chennai well settle
0,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",chile please ltdecimalgt hour drive come time sublet febapril audition season
0,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ltgt g see day ago guy want sell wifi ltgt g ltgt blank
0,"Sorry, I'll call later",sorry ill call later
1,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,last chance claim ur worth discount voucherstext yes nowsavamobmember offer mobile cs sub remove txt x stop
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fight world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
0,"Sir, Waiting for your mail.",sir wait mail
1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double min double txt price linerental late orange bluetooth mobile call mobileupd late offer calloptoutlf
0,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",u sound like manky scouse boy stevelike travel da bus homewot u inmind recreation dis eve
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,december mobile mth entitle update late colour camera mobile free call mobile update co free
1,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,forward free entry weekly comp send word enter tc urlplaceholder
